startDate,country,iso3c,group15C,type,cumReparationsAR6,cumReparationsAR6lwr,cumReparationsAR6upr,share,cumPop,cumRepPerCap,cumRepPerCapLwr,cumRepPerCapUpr,overshoot15C
1960,Vietnam,VNM,Rest of global South,Within fair shares,4103780953444.2695,3010294986527.1733,6385874534303.038,0.02141133302657405,3263670181,1257.412889738404,922.3649509843573,1956.6543738026812,0.23304209157290107
1960,"Egypt, Arab Rep.",EGY,Rest of global South,Within fair shares,3376435410936.893,2476756606939.6387,5254055504430.501,0.017616433198173374,4055046566,832.6502189264608,610.7837645333809,1295.6831491119556,0.3936214088048269
1960,Tanzania,TZA,Sub-Sah. Africa,Within fair shares,3146907719714.51,2308388444507.3843,4896888527215.451,0.016418880528736083,2848681922,1104.6890477351476,810.3356245848302,1719.0015106275705,0.05970324730940949
1960,Myanmar,MMR,Rest of global South,Within fair shares,2871368714385.146,2106269058569.0305,4468123557227.667,0.014981265443562876,1841592960,1559.1766349851523,1143.7212806075402,2426.2275401116144,0.07756159035707386
1960,Kenya,KEN,Sub-Sah. Africa,Within fair shares,2539816777166.619,1863061844123.3784,3952197123360.469,0.0132514048530668,2259128692,1124.2461689591162,824.6815910580177,1749.4342563820924,0.09644645540182001
1960,Uganda,UGA,Sub-Sah. Africa,Within fair shares,2301970539653.117,1688591680029.8672,3582085694790.5547,0.012010450460448685,2080926501,1106.2238567997924,811.4614712333212,1721.3898199043383,0.048796046405558985
1960,Afghanistan,AFG,Rest of global South,Within fair shares,1858036463120.8477,1362947465561.7302,2891281934454.019,0.009694240004210913,1621718503,1145.7207028739485,840.4340599434662,1782.8506791440482,0.07950982312537114
1960,Thailand,THA,Rest of global South,Within fair shares,1800662174913.748,1320861025251.0115,2802002070313.615,0.009394891670101166,2144578411,839.634571381381,615.9070792077517,1306.551467617854,0.54347478445916
1960,Mozambique,MOZ,Sub-Sah. Africa,Within fair shares,1637641411723.3015,1201278476450.4573,2548326215771.04,0.00854433656238096,1466988354,1116.3288428691244,818.8739011969398,1737.1141419238834,0.07775964867088969
1960,Colombia,COL,Rest of global South,Within fair shares,1636850107698.1216,1200698021848.508,2547094871242.5156,0.008540207961415022,1676975689,976.0726517593074,715.9901182374911,1518.8621325580323,0.39663755940084594
1960,Angola,AGO,Sub-Sah. Africa,Within fair shares,1520738684137.3914,1115525435838.516,2366414422829.247,0.007934400686062807,1645929429,923.939178280159,677.74803474792,1437.7374759420788,0.17280650307010464
1960,Nepal,NPL,Rest of global South,Within fair shares,1507877390852.118,1106091139238.348,2346401023917.276,0.007867297339951628,1042234873,1446.7731121985955,1061.2685949132963,2251.3169389192717,0.07199774119911435
1960,Morocco,MAR,Rest of global South,Within fair shares,1484053328589.9077,1088615193031.6063,2309328510976.201,0.007742996131644228,1307719467,1134.8407407243312,832.453152608461,1765.920420435403,0.27490551950533115
1960,Ghana,GHA,Sub-Sah. Africa,Within fair shares,1474404700006.0425,1081537520372.5686,2294314324726.094,0.007692654750804817,1283755580,1148.5088929514468,842.4793139925971,1787.1893688096718,0.1133889624605079
1960,Mexico,MEX,Rest of global South,Within fair shares,1469512382635.105,1077948800940.0968,2286701412324.769,0.0076671292567082275,4477013452,328.23497145817936,240.77408131497765,510.7649188106056,0.7897575675000101
1960,Madagascar,MDG,Sub-Sah. Africa,Within fair shares,1434880690823.1482,1052545006385.9575,2232811197098.6875,0.0074864396207184845,1248334469,1149.4360898105972,843.1594516725289,1788.6321755477277,0.04826734101016901
1960,Niger,NER,Sub-Sah. Africa,Within fair shares,1335668556918.1482,979768756219.3344,2078427655046.799,0.00696880379575221,1322347713,1010.073631759023,740.9312592952882,1571.7709000543332,0.05484424983632019
1960,Cote d'Ivoire,CIV,Sub-Sah. Africa,Within fair shares,1269377683274.8796,931141627519.0676,1975272733607.8376,0.006622933490221576,1182640595,1073.3418831059826,787.3411681078542,1670.2223329377914,0.11620312317731511
1960,Cameroon,CMR,Sub-Sah. Africa,Within fair shares,1268165576347.9175,930252496386.8842,1973386579632.869,0.006616609364891441,1178764728,1075.842826158875,789.1757144491722,1674.114038838859,0.12251524763148836
1960,"Yemen, Rep.",YEM,Rest of global South,Within fair shares,1231909666495.9363,903657269960.9222,1916968926237.5444,0.006427445428309815,1220804142,1009.0968928707454,740.2147804646966,1570.251001194215,0.18705155248383404
1960,Algeria,DZA,Rest of global South,Within fair shares,1195755725682.175,877136842089.7606,1860709946390.3071,0.006238813511604614,1638548757,729.7651171952127,535.3132388295239,1135.5841188376105,0.489102865783093
1960,Peru,PER,Rest of global South,Within fair shares,1120773615164.9446,822134327596.4365,1744030631506.699,0.005847596982863637,1150792844,973.914307000109,714.4068820751518,1515.5035422749804,0.37938286241635405
1960,Burkina Faso,BFA,Sub-Sah. Africa,Within fair shares,1111691109615.1548,815471929863.2705,1729897386687.8228,0.005800209329075966,976121928,1138.8854995737324,835.4201524128351,1772.2144509469751,0.04901650971800221
1960,Mali,MLI,Sub-Sah. Africa,Within fair shares,1082830709719.4446,794301619337.2397,1684987852081.9036,0.0056496312060091095,967660907,1119.0187615168838,820.8470690417586,1741.2999118728515,0.06276151629642175
1960,Malawi,MWI,Sub-Sah. Africa,Within fair shares,1017615839736.2589,746463784329.833,1583507294954.7053,0.005309374911792728,875204524,1162.7177554857553,852.9021090044469,1809.299713988573,0.041996986792559504
1960,Sri Lanka,LKA,Rest of global South,Within fair shares,969157862421.5637,710917831019.3269,1508102060896.579,0.005056547116681417,681110857,1422.9076698179306,1043.762294658778,2214.1800345675288,0.21797652598031506
1960,Turkey,TUR,Rest of global South,Within fair shares,942955591862.1221,691697369548.4203,1467328829039.2542,0.004919837690090375,2834419690,332.6802996708374,244.03491550272864,517.6822734530376,0.7896697125007919
1960,Zambia,ZMB,Sub-Sah. Africa,Within fair shares,906772137963.7965,665155292595.227,1411023924017.8213,0.004731051789902767,870613673,1041.5321583902996,764.0074044589776,1620.7233676398066,0.11822543826269048
1960,Somalia,SOM,Sub-Sah. Africa,Within fair shares,877425912196.5118,643628608470.7716,1365358398023.329,0.004577938887410007,764632482,1147.5132600978254,841.7489756481096,1785.6400691375927,0.02959735005352497
1960,Chad,TCD,Sub-Sah. Africa,Within fair shares,864865584527.5422,634415082739.262,1345813330312.9153,0.004512405818833945,769504671,1123.9250613041986,824.446045161514,1748.9345822475395,0.028630156086550087
1960,Senegal,SEN,Sub-Sah. Africa,Within fair shares,815776095766.3489,598405889367.2383,1269425404217.8445,0.004256283134925092,759524576,1074.0614873353998,787.8690279104784,1671.3421057462194,0.11835120588529717
1960,Cambodia,KHM,Rest of global South,Within fair shares,799050444180.6783,586136924311.3704,1243398695253.0505,0.004169017635072652,606287733,1317.9393226824175,966.7636213107587,2050.839275768508,0.10773325779178305
1960,Guatemala,GTM,Rest of global South,Within fair shares,752473441333.5728,551970744452.1782,1170920436851.8909,0.0039260037581984345,702107349,1071.7356005535455,786.1628926664008,1667.722804097712,0.2123623557980875
1960,Iraq,IRQ,Rest of global South,Within fair shares,728044976907.6731,534051443976.81433,1132907416503.2893,0.0037985491028246464,1718922136,423.5473856901178,310.6897239799199,659.0801251414505,0.659203721881425
1960,Guinea,GIN,Sub-Sah. Africa,Within fair shares,696481274183.8544,510898147749.8314,1083791284887.352,0.0036338665921744973,598019032,1164.647338822244,854.3175390943602,1812.3023296812935,0.07142266458545543
1960,Rwanda,RWA,Sub-Sah. Africa,Within fair shares,683425748751.6547,501321373745.3505,1063475642231.1676,0.003565749846656898,556604580,1227.8478713769382,900.677773340188,1910.6483856657587,0.040149848362662936
1960,Burundi,BDI,Sub-Sah. Africa,Within fair shares,656610842883.621,481651518649.6511,1021749091407.6661,0.0034258440168550342,563561997,1165.108446593181,854.6557809320332,1813.0198573479506,0.027468270921255374
1960,Zimbabwe,ZWE,Sub-Sah. Africa,Within fair shares,640698984659.6047,469979505064.74335,996988722523.7216,0.0033428244552919095,597553513,1072.2035277526763,786.506136839904,1668.4509434449958,0.2554974814580321
1960,Syrian Arab Republic,SYR,Rest of global South,Within fair shares,638079376941.55,468057913227.90094,992912363086.8103,0.003329156744006497,853368369,747.7185704565879,548.4828477722742,1163.5214043031988,0.4619674577934156
1960,Benin,BEN,Sub-Sah. Africa,Within fair shares,600084392939.397,440187003169.00354,933788544461.2178,0.003130919249111291,553520371,1084.1234114930107,795.2498701606115,1686.9994193243842,0.09647673924003473
1960,Haiti,HTI,Rest of global South,Within fair shares,580146844546.3392,425561977454.3898,902763817750.8888,0.003026895790447175,411507699,1409.8079961958117,1034.1531361103155,2193.795693117491,0.06976694207211293
1960,Ecuador,ECU,Rest of global South,Within fair shares,567166577542.8448,416040408655.3513,882565284387.0405,0.0029591717031387603,641864231,883.6239038577068,648.1750946102359,1375.0030641402739,0.39485685175699703
1960,Bolivia,BOL,Rest of global South,Within fair shares,477123525681.6964,349990063701.69916,742449708435.444,0.0024893752417779213,430694881,1107.7993882209537,812.6171894336937,1723.8414970514682,0.24876481784233107
1960,Argentina,ARG,Rest of global South,Within fair shares,428684424992.06067,314457957185.2651,667073848206.1425,0.002236645934795034,1565411182,273.8478106719316,200.8788239160956,426.13330981440663,0.8349606267201326
1960,Sierra Leone,SLE,Sub-Sah. Africa,Within fair shares,412490182490.5695,302578802920.96906,641874062455.9294,0.0021521530431796785,325046779,1269.0179049292149,930.8777150533433,1974.7128841905228,0.05187180842763977
1960,Honduras,HND,Rest of global South,Within fair shares,410572302383.92584,301171957639.6818,638889658104.9655,0.002142146571066706,373397247,1099.5589969733383,806.5725177659968,1711.018662397812,0.1979620562960773
1960,Togo,TGO,Sub-Sah. Africa,Within fair shares,409328437049.2699,300259530387.0315,636954085018.8788,0.0021356567473595762,362518515,1129.124224315191,828.2598487060212,1757.0249757281467,0.088567615161302
1960,Papua New Guinea,PNG,Rest of global South,Within fair shares,405319719795.13824,297318968600.37244,630716138666.7726,0.0021147414058461486,359404114,1127.7548141675925,827.25532908166,1754.8940429401223,0.15782611141508315
1960,Tajikistan,TJK,Rest of global South,Within fair shares,395610255620.66614,290196670490.93085,615607286435.8926,0.002064082617448895,395589134,1000.0533928231358,733.5809948989419,1556.1784526566207,0.24515434863847277
1960,Tunisia,TUN,Rest of global South,Within fair shares,376967376639.35266,276521338944.5969,586597188800.6998,0.0019668140509802095,402678080,936.1507252626035,686.7057152567056,1456.7398076416273,0.4211112218209666
1960,Dominican Republic,DOM,Rest of global South,Within fair shares,376961349209.60565,276516917572.7559,586587809545.1875,0.0019667826030771484,372603167,1011.69657854681,742.1217586504195,1574.2963600338574,0.3608035424071481
1960,Lao PDR,LAO,Rest of global South,Within fair shares,347436645449.1985,254859312374.78378,540644554772.2483,0.0018127384979222541,264690019,1312.6171011729705,962.859549210217,2042.5573915284215,0.11002848523642449
1960,Uzbekistan,UZB,Rest of global South,Within fair shares,303642911448.6259,222734776635.9592,472497328132.0009,0.0015842462285245737,1203090454,252.38577069503197,185.1355198567299,392.7363288114003,0.8303504849187702
1960,Nicaragua,NIC,Rest of global South,Within fair shares,294082996372.90283,215722179045.94373,457621188561.0225,0.0015343677072988545,238061668,1235.3227583573128,906.1609156075632,1922.2800226747236,0.18169496138106722
1960,Paraguay,PRY,Rest of global South,Within fair shares,291185987863.2733,213597102125.07513,453113167037.17004,0.0015192526671239063,255325806,1140.4487169748652,836.5668377644331,1774.6469663045734,0.2328897267694324
1960,El Salvador,SLV,Rest of global South,Within fair shares,275052372159.8778,201762420153.1425,428007722366.67053,0.0014350760936987972,211224807,1302.1783571087738,955.2022937965922,2026.3137102389235,0.2753320169757531
