startDate,scenario,date,region,overshoot,grp
1960,Historical,1993,USA,69812381.68874592,1.5C
1960,Historical,1993,Rest of global North,26840315.87919148,1.5C
1960,Historical,1993,EU and UK,25338817.48600065,1.5C
1960,Historical,1993,Rest of global South overshoot,11408415.562033936,1.5C
1960,Historical,1994,USA,75371333.86074594,1.5C
1960,Historical,1994,Rest of global North,29038718.484495603,1.5C
1960,Historical,1994,EU and UK,27900188.04259065,1.5C
1960,Historical,1994,Rest of global South overshoot,11922946.249377945,1.5C
1960,Historical,1995,USA,81080732.65274593,1.5C
1960,Historical,1995,Rest of global North,31457110.526569404,1.5C
1960,Historical,1995,EU and UK,30940432.475722663,1.5C
1960,Historical,1995,Rest of global South overshoot,12631231.275607157,1.5C
1960,Historical,1996,USA,87021099.89574593,1.5C
1960,Historical,1996,Rest of global North,34729372.081731424,1.5C
1960,Historical,1996,EU and UK,34375491.372484595,1.5C
1960,Historical,1996,Rest of global South overshoot,13316019.864534516,1.5C
1960,Historical,1997,USA,93132919.90274593,1.5C
1960,Historical,1997,Rest of global North,38552884.747344024,1.5C
1960,Historical,1997,EU and UK,37739517.9327546,1.5C
1960,Historical,1997,Rest of global South overshoot,13982013.534883402,1.5C
1960,Historical,1998,USA,99611801.77274594,1.5C
1960,Historical,1998,Rest of global North,42175222.96521982,1.5C
1960,Historical,1998,EU and UK,41161510.6689746,1.5C
1960,Historical,1998,Rest of global South overshoot,14634871.344365403,1.5C
1960,Historical,1999,USA,106222461.97374594,1.5C
1960,Historical,1999,Rest of global North,45852987.37565392,1.5C
1960,Historical,1999,EU and UK,44538701.63437439,1.5C
1960,Historical,1999,Rest of global South overshoot,15239865.65280688,1.5C
1960,Historical,2000,USA,113074486.14174592,1.5C
1960,Historical,2000,Rest of global North,49658828.96639441,1.5C
1960,Historical,2000,EU and UK,48170048.037679836,1.5C
1960,Historical,2000,Rest of global South overshoot,15866922.760738676,1.5C
1960,Historical,2001,USA,119876622.97974592,1.5C
1960,Historical,2001,Rest of global North,53472624.790003024,1.5C
1960,Historical,2001,EU and UK,52299955.08179376,1.5C
1960,Historical,2001,Rest of global South overshoot,16513781.390972935,1.5C
1960,Historical,2002,USA,126738402.69674593,1.5C
1960,Historical,2002,Rest of global North,57294298.67054622,1.5C
1960,Historical,2002,EU and UK,56425115.85066176,1.5C
1960,Historical,2002,Rest of global South overshoot,17266180.104560032,1.5C
1960,Historical,2003,USA,133694246.34474593,1.5C
1960,Historical,2003,Rest of global North,61264505.232339226,1.5C
1960,Historical,2003,EU and UK,60740698.955391765,1.5C
1960,Historical,2003,Rest of global South overshoot,18130877.419166636,1.5C
1960,Historical,2004,USA,140884582.92574593,1.5C
1960,Historical,2004,Rest of global North,65342149.28103278,1.5C
1960,Historical,2004,EU and UK,65132354.041936606,1.5C
1960,Historical,2004,Rest of global South overshoot,19128896.866789732,1.5C
1960,Historical,2005,USA,148199957.98174593,1.5C
1960,Historical,2005,EU and UK,69636481.60595669,1.5C
1960,Historical,2005,Rest of global North,69495344.48003519,1.5C
1960,Historical,2005,Rest of global South overshoot,20193978.705661435,1.5C
1960,Historical,2006,USA,155542692.12274593,1.5C
1960,Historical,2006,EU and UK,74219802.58952668,1.5C
1960,Historical,2006,Rest of global North,73697502.53208108,1.5C
1960,Historical,2006,Rest of global South overshoot,21376948.263081633,1.5C
1960,Historical,2007,USA,162898863.92074594,1.5C
1960,Historical,2007,EU and UK,78792245.66640668,1.5C
1960,Historical,2007,Rest of global North,77935630.46119478,1.5C
1960,Historical,2007,Rest of global South overshoot,22645159.974271834,1.5C
1960,Historical,2008,USA,169974887.27874592,1.5C
1960,Historical,2008,EU and UK,83383457.13416648,1.5C
1960,Historical,2008,Rest of global North,82150595.42022768,1.5C
1960,Historical,2008,Rest of global South overshoot,23924901.779100236,1.5C
1960,Historical,2009,USA,176327363.86674592,1.5C
1960,Historical,2009,EU and UK,87947586.36722647,1.5C
1960,Historical,2009,Rest of global North,86127449.39849539,1.5C
1960,Historical,2009,Rest of global South overshoot,25151035.60198496,1.5C
1960,Historical,2010,USA,182987931.47274593,1.5C
1960,Historical,2010,EU and UK,92586782.83039649,1.5C
1960,Historical,2010,Rest of global North,90313885.81590857,1.5C
1960,Historical,2010,Rest of global South overshoot,26848227.90188705,1.5C
1960,Historical,2011,USA,189541137.91474593,1.5C
1960,Historical,2011,EU and UK,97058802.97715648,1.5C
1960,Historical,2011,Rest of global North,94730985.29772675,1.5C
1960,Historical,2011,Rest of global South overshoot,29024959.4157357,1.5C
1960,Historical,2012,USA,195914007.29874593,1.5C
1960,Historical,2012,EU and UK,101452761.22744851,1.5C
1960,Historical,2012,Rest of global North,99225429.30527756,1.5C
1960,Historical,2012,Rest of global South overshoot,31493093.011844743,1.5C
1960,Historical,2013,USA,202378792.35874593,1.5C
1960,Historical,2013,EU and UK,105743707.56268452,1.5C
1960,Historical,2013,Rest of global North,103594329.57835616,1.5C
1960,Historical,2013,Rest of global South overshoot,34331147.1004824,1.5C
1960,Historical,2014,USA,208788128.7167459,1.5C
1960,Historical,2014,EU and UK,109845871.01228853,1.5C
1960,Historical,2014,Rest of global North,107803830.51157375,1.5C
1960,Historical,2014,Rest of global South overshoot,37194551.1695026,1.5C
1960,Historical,2015,USA,215009308.37574595,1.5C
1960,Historical,2015,EU and UK,113989545.94802052,1.5C
1960,Historical,2015,Rest of global North,112118587.12009266,1.5C
1960,Historical,2015,Rest of global South overshoot,40102526.01150832,1.5C
1960,Historical,2016,USA,221154382.57174593,1.5C
1960,Historical,2016,EU and UK,117558580.29374462,1.5C
1960,Historical,2016,Rest of global North,115755749.21255255,1.5C
1960,Historical,2016,Rest of global South overshoot,42724140.55850946,1.5C
1960,Historical,2017,USA,227319658.96774596,1.5C
1960,Historical,2017,EU and UK,121120280.63107963,1.5C
1960,Historical,2017,Rest of global North,119362964.43071644,1.5C
1960,Historical,2017,Rest of global South overshoot,45331740.47804188,1.5C
1960,Historical,2018,USA,233528453.47074592,1.5C
1960,Historical,2018,EU and UK,125221041.46931164,1.5C
1960,Historical,2018,Rest of global North,123235853.08696792,1.5C
1960,Historical,2018,Rest of global South overshoot,48124033.59376153,1.5C
1960,Historical,2019,USA,239457120.39974594,1.5C
1960,Historical,2019,EU and UK,129197143.90666063,1.5C
1960,Historical,2019,Rest of global North,127062287.27660431,1.5C
1960,Historical,2019,Rest of global South overshoot,50970257.04296433,1.5C
1960,NetZero,2020,USA,245405592.10407352,1.5C
1960,NetZero,2020,EU and UK,133188071.01973121,1.5C
1960,NetZero,2020,Rest of global North,130888798.64826685,1.5C
1960,NetZero,2020,Rest of global South overshoot,53869352.726778954,1.5C
1960,NetZero,2021,USA,250437757.75279725,1.5C
1960,NetZero,2021,EU and UK,136641042.895701,1.5C
1960,NetZero,2021,Rest of global North,134169520.89460234,1.5C
1960,NetZero,2021,Rest of global South overshoot,56398189.789323635,1.5C
1960,NetZero,2022,USA,254694342.52646995,1.5C
1960,NetZero,2022,EU and UK,139627140.89292514,1.5C
1960,NetZero,2022,Rest of global North,136981244.2238093,1.5C
1960,NetZero,2022,Rest of global South overshoot,58571431.112005286,1.5C
1960,NetZero,2023,USA,258294594.24602956,1.5C
1960,NetZero,2023,EU and UK,142208597.82480773,1.5C
1960,NetZero,2023,Rest of global North,139390219.74399415,1.5C
1960,NetZero,2023,Rest of global South overshoot,60444956.44448824,1.5C
1960,NetZero,2024,USA,261339524.5190062,1.5C
1960,NetZero,2024,EU and UK,144439896.80765834,1.5C
1960,NetZero,2024,Rest of global North,141453593.45894894,1.5C
1960,NetZero,2024,Rest of global South overshoot,62075408.01487935,1.5C
1960,NetZero,2025,USA,263914663.40650165,1.5C
1960,NetZero,2025,EU and UK,146368497.23217928,1.5C
1960,NetZero,2025,Rest of global North,143220575.39078164,1.5C
1960,NetZero,2025,Rest of global South overshoot,63559966.891505376,1.5C
1960,NetZero,2026,USA,266092398.80024016,1.5C
1960,NetZero,2026,EU and UK,148035489.37457237,1.5C
1960,NetZero,2026,Rest of global North,144733452.4196175,1.5C
1960,NetZero,2026,Rest of global South overshoot,65005636.55576973,1.5C
1960,NetZero,2027,USA,267933985.78522015,1.5C
1960,NetZero,2027,EU and UK,149476335.82177672,1.5C
1960,NetZero,2027,Rest of global North,146028522.69726136,1.5C
1960,NetZero,2027,Rest of global South overshoot,66378186.51144225,1.5C
1960,NetZero,2028,USA,269491259.12941647,1.5C
1960,NetZero,2028,EU and UK,150721681.99271435,1.5C
1960,NetZero,2028,Rest of global North,147136953.08953995,1.5C
1960,NetZero,2028,Rest of global South overshoot,67563086.02006282,1.5C
1960,NetZero,2029,USA,270808075.26238,1.5C
1960,NetZero,2029,EU and UK,151797993.53170595,1.5C
1960,NetZero,2029,Rest of global North,148085491.89069092,1.5C
1960,NetZero,2029,Rest of global South overshoot,68585930.88315238,1.5C
1960,NetZero,2030,USA,271921530.41825,1.5C
1960,NetZero,2030,EU and UK,152728143.2350252,1.5C
1960,NetZero,2030,Rest of global North,148897087.2171049,1.5C
1960,NetZero,2030,Rest of global South overshoot,69468895.78307669,1.5C
1960,NetZero,2031,USA,272863008.07566124,1.5C
1960,NetZero,2031,EU and UK,153531924.59409875,1.5C
1960,NetZero,2031,Rest of global North,149591422.49014005,1.5C
1960,NetZero,2031,Rest of global South overshoot,70231815.84148738,1.5C
1960,NetZero,2032,USA,273659041.9968802,1.5C
1960,NetZero,2032,EU and UK,154226469.64808166,1.5C
1960,NetZero,2032,Rest of global North,150185374.56011042,1.5C
1960,NetZero,2032,Rest of global South overshoot,70890341.06333132,1.5C
1960,NetZero,2033,USA,274332048.8915932,1.5C
1960,NetZero,2033,EU and UK,154826591.93867964,1.5C
1960,NetZero,2033,Rest of global North,150693406.5163244,1.5C
1960,NetZero,2033,Rest of global South overshoot,71458770.39594741,1.5C
1960,NetZero,2034,USA,274900967.88548243,1.5C
1960,NetZero,2034,EU and UK,155345098.7145775,1.5C
1960,NetZero,2034,Rest of global North,151127909.4312091,1.5C
1960,NetZero,2034,Rest of global South overshoot,71949467.95725363,1.5C
1960,NetZero,2035,USA,275381815.47450787,1.5C
1960,NetZero,2035,EU and UK,155793062.93552107,1.5C
1960,NetZero,2035,Rest of global North,151499497.16498408,1.5C
1960,NetZero,2035,Rest of global South overshoot,72373113.69355719,1.5C
1960,NetZero,2036,USA,275788151.5422873,1.5C
1960,NetZero,2036,EU and UK,156180058.97261658,1.5C
1960,NetZero,2036,Rest of global North,151817259.2177416,1.5C
1960,NetZero,2036,Rest of global South overshoot,72738920.56584278,1.5C
1960,NetZero,2037,USA,276131462.5692631,1.5C
1960,NetZero,2037,EU and UK,156514364.98315436,1.5C
1960,NetZero,2037,Rest of global North,152088978.81204423,1.5C
1960,NetZero,2037,Rest of global South overshoot,73054831.58641754,1.5C
1960,NetZero,2038,USA,276421475.6654782,1.5C
1960,NetZero,2038,EU and UK,156803137.44473052,1.5C
1960,NetZero,2038,Rest of global North,152321319.972353,1.5C
1960,NetZero,2038,Rest of global South overshoot,73327696.80000196,1.5C
1960,NetZero,2039,USA,276666427.8137681,1.5C
1960,NetZero,2039,EU and UK,157052562.61650175,1.5C
1960,NetZero,2039,Rest of global North,152519987.21583655,1.5C
1960,NetZero,2039,Rest of global South overshoot,73563422.62445319,1.5C
1960,NetZero,2040,USA,276873291.42939913,1.5C
1960,NetZero,2040,EU and UK,157267988.01713884,1.5C
1960,NetZero,2040,Rest of global North,152689861.8048506,1.5C
1960,NetZero,2040,Rest of global South overshoot,73767101.1219672,1.5C
1960,NetZero,2041,USA,277047965.1540603,1.5C
1960,NetZero,2041,EU and UK,157454036.24748498,1.5C
1960,NetZero,2041,Rest of global North,152835118.6731919,1.5C
1960,NetZero,2041,Rest of global South overshoot,73943122.96965568,1.5C
1960,NetZero,2042,USA,277195438.1681043,1.5C
1960,NetZero,2042,EU and UK,157614702.9127223,1.5C
1960,NetZero,2042,Rest of global North,152959327.75473708,1.5C
1960,NetZero,2042,Rest of global South overshoot,74095273.62720461,1.5C
1960,NetZero,2043,USA,277319930.92441595,1.5C
1960,NetZero,2043,EU and UK,157753441.05392826,1.5C
1960,NetZero,2043,Rest of global North,153065541.40306807,1.5C
1960,NetZero,2043,Rest of global South overshoot,74226815.94615276,1.5C
1960,NetZero,2044,USA,277425012.8998027,1.5C
1960,NetZero,2044,EU and UK,157873234.7092094,1.5C
1960,NetZero,2044,Rest of global North,153156369.1117932,1.5C
1960,NetZero,2044,Rest of global South overshoot,74340562.71343938,1.5C
1960,NetZero,2045,USA,277513702.10244936,1.5C
1960,NetZero,2045,EU and UK,157976662.69267312,1.5C
1960,NetZero,2045,Rest of global North,153234041.68034598,1.5C
1960,NetZero,2045,Rest of global South overshoot,74438939.59136702,1.5C
1960,NetZero,2046,USA,277588549.27361757,1.5C
1960,NetZero,2046,EU and UK,158065953.87877256,1.5C
1960,NetZero,2046,Rest of global North,153300466.33862054,1.5C
1960,NetZero,2046,Rest of global South overshoot,74524039.37128991,1.5C
1960,NetZero,2047,USA,277651709.8527134,1.5C
1960,NetZero,2047,EU and UK,158143034.63351107,1.5C
1960,NetZero,2047,Rest of global North,153357273.51520482,1.5C
1960,NetZero,2047,Rest of global South overshoot,74597668.04831026,1.5C
1960,NetZero,2048,USA,277705005.18583685,1.5C
1960,NetZero,2048,EU and UK,158209569.6742194,1.5C
1960,NetZero,2048,Rest of global North,153405856.68168864,1.5C
1960,NetZero,2048,Rest of global South overshoot,74661384.1374005,1.5C
1960,NetZero,2049,USA,277749974.0080747,1.5C
1960,NetZero,2049,EU and UK,158266997.52520543,1.5C
1960,NetZero,2049,Rest of global North,153447406.7983472,1.5C
1960,NetZero,2049,Rest of global South overshoot,74716532.75111982,1.5C
1960,NetZero,2050,USA,277787915.9177747,1.5C
1960,NetZero,2050,EU and UK,158316561.15890545,1.5C
1960,NetZero,2050,Rest of global North,153482941.9474472,1.5C
1960,NetZero,2050,Rest of global South overshoot,74764275.01691982,1.5C
1992,BAU,2020,USA,133070158.7747669,1.5C
1992,BAU,2020,Rest of global North,59185942.189322576,1.5C
1992,BAU,2020,EU and UK,51139608.591199785,1.5C
1992,BAU,2020,Rest of global South overshoot,27421620.197390065,1.5C
1992,BAU,2021,USA,139037776.17621773,1.5C
1992,BAU,2021,Rest of global North,63008045.48870283,1.5C
1992,BAU,2021,EU and UK,55003526.790567316,1.5C
1992,BAU,2021,Rest of global South overshoot,30305272.68756668,1.5C
1992,BAU,2022,USA,145023930.4541254,1.5C
1992,BAU,2022,Rest of global North,66825181.24459403,1.5C
1992,BAU,2022,EU and UK,58935454.8628974,1.5C
1992,BAU,2022,Rest of global South overshoot,33442891.97728409,1.5C
1992,BAU,2023,USA,151028032.1479233,1.5C
1992,BAU,2023,Rest of global North,70637646.4597194,1.5C
1992,BAU,2023,EU and UK,62881632.96777847,1.5C
1992,BAU,2023,Rest of global South overshoot,37121570.52769194,1.5C
1992,BAU,2024,USA,157049510.54150575,1.5C
1992,BAU,2024,Rest of global North,74445283.46623735,1.5C
1992,BAU,2024,EU and UK,66861065.11924761,1.5C
1992,BAU,2024,Rest of global South overshoot,40880308.74217998,1.5C
1992,BAU,2025,USA,163087813.06716663,1.5C
1992,BAU,2025,Rest of global North,78248175.96421635,1.5C
1992,BAU,2025,EU and UK,70922234.35851012,1.5C
1992,BAU,2025,Rest of global South overshoot,44775878.23664733,1.5C
1992,BAU,2026,USA,169142404.72849208,1.5C
1992,BAU,2026,Rest of global North,82046279.52036302,1.5C
1992,BAU,2026,EU and UK,74996946.90815188,1.5C
1992,BAU,2026,Rest of global South overshoot,48866900.77116662,1.5C
1992,BAU,2026,China overshoot,12510803.841171473,1.5C
1992,BAU,2027,USA,175212767.54160482,1.5C
1992,BAU,2027,Rest of global North,85839617.7226815,1.5C
1992,BAU,2027,EU and UK,79085003.97013386,1.5C
1992,BAU,2027,Rest of global South overshoot,53099964.81342142,1.5C
1992,BAU,2027,China overshoot,26692629.950092286,1.5C
1992,BAU,2028,USA,181298399.9941765,1.5C
1992,BAU,2028,Rest of global North,89628178.04916637,1.5C
1992,BAU,2028,EU and UK,83186229.95135352,1.5C
1992,BAU,2028,Rest of global South overshoot,57526150.07970812,1.5C
1992,BAU,2028,China overshoot,41373667.41344258,1.5C
1992,BAU,2029,USA,187398816.52164358,1.5C
1992,BAU,2029,Rest of global North,93411967.1472906,1.5C
1992,BAU,2029,EU and UK,87300471.32119843,1.5C
1992,BAU,2029,Rest of global South overshoot,62040982.93418634,1.5C
1992,BAU,2029,China overshoot,56553916.23122239,1.5C
1992,BAU,2030,USA,193513547.00007832,1.5C
1992,BAU,2030,Rest of global North,97190981.48815483,1.5C
1992,BAU,2030,EU and UK,91427594.27132654,1.5C
1992,BAU,2030,China overshoot,72233376.40343165,1.5C
1992,BAU,2030,Rest of global South overshoot,66969341.83393399,1.5C
1992,BAU,2031,USA,199642136.25518698,1.5C
1992,BAU,2031,Rest of global North,100965222.9451222,1.5C
1992,BAU,2031,EU and UK,95567482.05714956,1.5C
1992,BAU,2031,China overshoot,88412047.93007046,1.5C
1992,BAU,2031,Rest of global South overshoot,72211398.90128095,1.5C
1992,BAU,2032,USA,205784143.58692122,1.5C
1992,BAU,2032,China overshoot,105089930.81113881,1.5C
1992,BAU,2032,Rest of global North,104734690.523693,1.5C
1992,BAU,2032,EU and UK,99720032.4265037,1.5C
1992,BAU,2032,Rest of global South overshoot,77700735.46850844,1.5C
1992,BAU,2033,USA,211939142.3092063,1.5C
1992,BAU,2033,China overshoot,122267025.04663664,1.5C
1992,BAU,2033,Rest of global North,108499384.75181055,1.5C
1992,BAU,2033,EU and UK,103885155.30747117,1.5C
1992,BAU,2033,Rest of global South overshoot,83336747.56296998,1.5C
1992,BAU,2034,USA,218106719.3043062,1.5C
1992,BAU,2034,China overshoot,139943330.63656396,1.5C
1992,BAU,2034,Rest of global North,112259305.34920917,1.5C
1992,BAU,2034,EU and UK,108062770.81098038,1.5C
1992,BAU,2034,Rest of global South overshoot,89385040.58977151,1.5C
1992,BAU,2035,USA,224286474.59135896,1.5C
1992,BAU,2035,China overshoot,158118847.58092076,1.5C
1992,BAU,2035,Rest of global North,116014452.46467166,1.5C
1992,BAU,2035,EU and UK,112252807.54694904,1.5C
1992,BAU,2035,Rest of global South overshoot,95854404.95704548,1.5C
1992,BAU,2036,USA,230478020.908633,1.5C
1992,BAU,2036,China overshoot,176793575.8797071,1.5C
1992,BAU,2036,Rest of global North,119764826.01921463,1.5C
1992,BAU,2036,EU and UK,116455201.22680165,1.5C
1992,BAU,2036,Rest of global South overshoot,102417734.77101327,1.5C
1992,BAU,2037,USA,236680983.30906677,1.5C
1992,BAU,2037,China overshoot,195967515.53292292,1.5C
1992,BAU,2037,Rest of global North,123510426.05476749,1.5C
1992,BAU,2037,EU and UK,120669893.51542903,1.5C
1992,BAU,2037,Rest of global South overshoot,109135422.50987034,1.5C
1992,BAU,2038,USA,242894998.76867056,1.5C
1992,BAU,2038,China overshoot,215640666.54056823,1.5C
1992,BAU,2038,Rest of global North,127251252.54907143,1.5C
1992,BAU,2038,EU and UK,124896831.09417467,1.5C
1992,BAU,2038,Rest of global South overshoot,116122628.42299475,1.5C
1992,BAU,2039,USA,249119715.8073805,1.5C
1992,BAU,2039,China overshoot,235813028.90264308,1.5C
1992,BAU,2039,Rest of global North,130987305.51394285,1.5C
1992,BAU,2039,EU and UK,129135964.8989558,1.5C
1992,BAU,2039,Rest of global South overshoot,123192869.55914123,1.5C
1992,BAU,2040,China overshoot,256484602.61914742,1.5C
1992,BAU,2040,USA,255354794.12196904,1.5C
1992,BAU,2040,Rest of global North,134718584.9431089,1.5C
1992,BAU,2040,EU and UK,133387249.5018331,1.5C
1992,BAU,2040,Rest of global South overshoot,130348258.1928464,1.5C
1992,BAU,2041,China overshoot,277655387.6900813,1.5C
1992,BAU,2041,USA,261599904.23062927,1.5C
1992,BAU,2041,Rest of global North,138445090.83989954,1.5C
1992,BAU,2041,EU and UK,137650642.60900187,1.5C
1992,BAU,2041,Rest of global South overshoot,137592904.7704055,1.5C
1992,BAU,2042,China overshoot,299325384.1154446,1.5C
1992,BAU,2042,USA,267854727.1288604,1.5C
1992,BAU,2042,Rest of global South overshoot,145128858.88822263,1.5C
1992,BAU,2042,Rest of global North,142166823.20254704,1.5C
1992,BAU,2042,EU and UK,141926104.65266487,1.5C
1992,BAU,2043,China overshoot,321494591.8952375,1.5C
1992,BAU,2043,USA,274118953.9562967,1.5C
1992,BAU,2043,Rest of global South overshoot,153153738.7196006,1.5C
1992,BAU,2043,EU and UK,146213598.45827726,1.5C
1992,BAU,2043,Rest of global North,145883782.03198984,1.5C
1992,BAU,2044,China overshoot,344163011.0294599,1.5C
1992,BAU,2044,USA,280392285.6741301,1.5C
1992,BAU,2044,Rest of global South overshoot,161301488.56952098,1.5C
1992,BAU,2044,EU and UK,150513088.97213197,1.5C
1992,BAU,2044,Rest of global North,149595967.32772973,1.5C
1992,BAU,2045,China overshoot,367330641.51811165,1.5C
1992,BAU,2045,USA,286674432.7527915,1.5C
1992,BAU,2045,Rest of global South overshoot,169544584.14201146,1.5C
1992,BAU,2045,EU and UK,154824543.0371738,1.5C
1992,BAU,2045,Rest of global North,153303379.0900312,1.5C
1992,BAU,2046,China overshoot,390997483.3611931,1.5C
1992,BAU,2046,USA,292965114.8695631,1.5C
1992,BAU,2046,Rest of global South overshoot,177886563.0161668,1.5C
1992,BAU,2046,EU and UK,159147929.207339,1.5C
1992,BAU,2046,Rest of global North,157006017.31875387,1.5C
1992,BAU,2047,China overshoot,415163536.55870396,1.5C
1992,BAU,2047,USA,299264060.61580634,1.5C
1992,BAU,2047,Rest of global South overshoot,186320393.51724485,1.5C
1992,BAU,2047,EU and UK,163483217.59268177,1.5C
1992,BAU,2047,Rest of global North,160703882.01397222,1.5C
1992,BAU,2048,China overshoot,439828801.1106443,1.5C
1992,BAU,2048,USA,305571007.21350014,1.5C
1992,BAU,2048,Rest of global South overshoot,194864248.41375095,1.5C
1992,BAU,2048,EU and UK,167830379.72913164,1.5C
1992,BAU,2048,Rest of global North,164396973.17564675,1.5C
1992,BAU,2049,China overshoot,464993277.0170142,1.5C
1992,BAU,2049,USA,311885700.24079305,1.5C
1992,BAU,2049,Rest of global South overshoot,203508903.74705026,1.5C
1992,BAU,2049,EU and UK,172189388.467996,1.5C
1992,BAU,2049,Rest of global North,168085290.8037984,1.5C
1992,BAU,2050,China overshoot,490656964.2778136,1.5C
1992,BAU,2050,USA,318207893.36628217,1.5C
1992,BAU,2050,Rest of global South overshoot,212245152.60820085,1.5C
1992,BAU,2050,EU and UK,176560217.88133568,1.5C
1992,BAU,2050,Rest of global North,171768834.89841607,1.5C
1992,Converge15C,2020,USA,133070158.7747669,1.5C
1992,Converge15C,2020,Rest of global North,59185942.189322576,1.5C
1992,Converge15C,2020,EU and UK,51139608.591199785,1.5C
1992,Converge15C,2020,Rest of global South overshoot,27421620.197390065,1.5C
1992,Converge15C,2021,USA,128634486.81560801,1.5C
1992,Converge15C,2021,Rest of global North,57213077.44967849,1.5C
1992,Converge15C,2021,EU and UK,49434954.97149313,1.5C
1992,Converge15C,2021,Rest of global South overshoot,26507566.190810397,1.5C
1992,Converge15C,2022,USA,124198814.85644911,1.5C
1992,Converge15C,2022,Rest of global North,55240212.71003439,1.5C
1992,Converge15C,2022,EU and UK,47730301.351786464,1.5C
1992,Converge15C,2022,Rest of global South overshoot,25593512.184230726,1.5C
1992,Converge15C,2023,USA,119763142.89729021,1.5C
1992,Converge15C,2023,Rest of global North,53267347.97039031,1.5C
1992,Converge15C,2023,EU and UK,46025647.73207981,1.5C
1992,Converge15C,2023,Rest of global South overshoot,24679458.17765106,1.5C
1992,Converge15C,2024,USA,115327470.93813132,1.5C
1992,Converge15C,2024,Rest of global North,51294483.23074623,1.5C
1992,Converge15C,2024,EU and UK,44320994.11237315,1.5C
1992,Converge15C,2024,Rest of global South overshoot,23765404.17107139,1.5C
1992,Converge15C,2025,USA,110891798.97897242,1.5C
1992,Converge15C,2025,Rest of global North,49321618.49110215,1.5C
1992,Converge15C,2025,EU and UK,42616340.49266649,1.5C
1992,Converge15C,2025,Rest of global South overshoot,22851350.16449172,1.5C
1992,Converge15C,2026,USA,106456127.01981352,1.5C
1992,Converge15C,2026,Rest of global North,47348753.751458064,1.5C
1992,Converge15C,2026,EU and UK,40911686.87295983,1.5C
1992,Converge15C,2026,Rest of global South overshoot,21937296.15791205,1.5C
1992,Converge15C,2027,USA,102020455.06065463,1.5C
1992,Converge15C,2027,Rest of global North,45375889.01181397,1.5C
1992,Converge15C,2027,EU and UK,39207033.25325317,1.5C
1992,Converge15C,2027,Rest of global South overshoot,21023242.151332382,1.5C
1992,Converge15C,2028,USA,97584783.10149573,1.5C
1992,Converge15C,2028,Rest of global North,43403024.27216989,1.5C
1992,Converge15C,2028,EU and UK,37502379.63354651,1.5C
1992,Converge15C,2028,Rest of global South overshoot,20109188.144752715,1.5C
1992,Converge15C,2029,USA,93149111.14233683,1.5C
1992,Converge15C,2029,Rest of global North,41430159.5325258,1.5C
1992,Converge15C,2029,EU and UK,35797726.013839856,1.5C
1992,Converge15C,2029,Rest of global South overshoot,19195134.138173044,1.5C
1992,Converge15C,2030,USA,88713439.18317793,1.5C
1992,Converge15C,2030,Rest of global North,39457294.79288171,1.5C
1992,Converge15C,2030,EU and UK,34093072.394133195,1.5C
1992,Converge15C,2030,Rest of global South overshoot,18281080.131593376,1.5C
1992,Converge15C,2031,USA,84277767.22401904,1.5C
1992,Converge15C,2031,Rest of global North,37484430.05323763,1.5C
1992,Converge15C,2031,EU and UK,32388418.77442653,1.5C
1992,Converge15C,2031,Rest of global South overshoot,17367026.12501371,1.5C
1992,Converge15C,2032,USA,79842095.26486015,1.5C
1992,Converge15C,2032,Rest of global North,35511565.313593544,1.5C
1992,Converge15C,2032,EU and UK,30683765.154719874,1.5C
1992,Converge15C,2032,Rest of global South overshoot,16452972.11843404,1.5C
1992,Converge15C,2033,USA,75406423.30570126,1.5C
1992,Converge15C,2033,Rest of global North,33538700.57394946,1.5C
1992,Converge15C,2033,EU and UK,28979111.535013217,1.5C
1992,Converge15C,2033,Rest of global South overshoot,15538918.11185437,1.5C
1992,Converge15C,2034,USA,70970751.34654236,1.5C
1992,Converge15C,2034,Rest of global North,31565835.834305372,1.5C
1992,Converge15C,2034,EU and UK,27274457.915306557,1.5C
1992,Converge15C,2034,Rest of global South overshoot,14624864.105274701,1.5C
1992,Converge15C,2035,USA,66535079.38738346,1.5C
1992,Converge15C,2035,Rest of global North,29592971.094661284,1.5C
1992,Converge15C,2035,EU and UK,25569804.295599896,1.5C
1992,Converge15C,2035,Rest of global South overshoot,13710810.098695032,1.5C
1992,Converge15C,2036,USA,62099407.42822456,1.5C
1992,Converge15C,2036,Rest of global North,27620106.3550172,1.5C
1992,Converge15C,2036,EU and UK,23865150.675893236,1.5C
1992,Converge15C,2036,Rest of global South overshoot,12796756.092115365,1.5C
1992,Converge15C,2037,USA,57663735.469065666,1.5C
1992,Converge15C,2037,Rest of global North,25647241.61537312,1.5C
1992,Converge15C,2037,EU and UK,22160497.056186575,1.5C
1992,Converge15C,2037,Rest of global South overshoot,11882702.085535696,1.5C
1992,Converge15C,2038,USA,53228063.50990677,1.5C
1992,Converge15C,2038,Rest of global North,23674376.875729032,1.5C
1992,Converge15C,2038,EU and UK,20455843.436479915,1.5C
1992,Converge15C,2038,Rest of global South overshoot,10968648.078956025,1.5C
1992,Converge15C,2039,USA,48792391.55074787,1.5C
1992,Converge15C,2039,Rest of global North,21701512.13608494,1.5C
1992,Converge15C,2039,EU and UK,18751189.816773254,1.5C
1992,Converge15C,2039,Rest of global South overshoot,10054594.072376357,1.5C
