startDate,scenario,labelNS,northSouth,date,cumCO2,cumCO2_lwr,cumCO2_upr,fairShare350,fairShare15C,fairShare2C,overshoot15C,overshoot15Clwr,overshoot15Cupr,overshootFairShare350,overshootFairShare15C,overshootFairShare2C
1850,Historical,Global North,NRT,1923,112924554.4257,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.26,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1924,116599568.1197,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.27,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1925,120320430.3077,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.28,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1926,123964985.0887,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.29,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1927,127984634.6627,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.29,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1928,131955881.4297,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.3,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1929,136232881.6897,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.31,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1930,140142927.0417,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.32,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1931,143613688.9867,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.33,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1932,146714093.7247,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.34,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1933,149961381.1547,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.35,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1934,153466990.4777,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.35,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1935,157121222.3927,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.36,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1936,161130204.2997,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.37,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1937,165420670.1994,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.38,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1938,169411621.3913,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.39,0,0,0.38087779244082254,1,1.3240245966020796
1850,Historical,Global North,NRT,1939,173638584.2753,0,0,165497162.93400496,434515128.52306414,575308717.7602508,0.4,0,0,0.38087779244082254,1,1.3240245966020796
