country,iso3c,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Portugal,PRT,56157.94383,59569.28527,63932.58963,52407.10135,58190.45255,69395.90701,69287.87155,72344.40396,76985.72215,84681.02435,84289.72317,82615.47407,85953.94267,84389.30171,89200.46109,88742.03132,88290.55548,86610.61813,85078.58538,77245.51342,74350.29965,69959.75882,66278.59827,64063.41783,63310.04785,66490.42538,50040.43122,54055.18756,58117.05287,57687.33223,61899.49376,59548.9416
Qatar,QAT,11829.22354,15913.98474,22397.1255,20561.29601,20775.50805,23570.63126,22423.65079,22272.92779,17822.66826,16322.73979,17977.0548,21840.63449,21864.09699,26272.18758,30052.7627,37504.89684,53908.63915,56950.90028,59261.57884,64856.01984,67936.07506,75613.57887,88513.42182,79536.65698,87169.60658,101899.6555,121940.9305,114941.6773,126358.0129,127376.9292,131355.4248,129599.0296
South Korea,KOR,277029.3688,308488.684,315665.4774,330720.3425,388999.0064,427159.3783,408950.9545,440633.6361,359611.6277,417828.9936,458343.9479,478366.2007,498879.6942,468809.3597,486630.4881,492532.6143,500093.4477,516301.3654,514876.3832,495646.225,542593.0129,557649.2184,564960.0026,570571.9729,561546.6527,573039.0529,584919.4358,606539.6915,622626.6705,623869.8858,636464.662,643096.105
Moldova,MDA,460.3528073,496.953864,72.23353166,-694.3533094,-321.3020569,137.8016734,116.6275621,141.0798711,115.4866942,69.19014989,79.35674285,88.8496913,92.90188069,125.9341607,215.8758133,271.9887574,429.0774458,785.7416036,1388.840652,1768.316002,1863.471565,2329.371723,2465.098667,3079.533704,503.1793834,656.8237324,2139.435106,2570.262808,4878.821744,2656.372611,2544.623359,2602.075942
Romania,ROU,152131.3521,117585.8653,103714.1283,86702.67416,79225.32884,111495.6378,114228.3311,107090.2134,97387.62254,81706.18208,86282.10893,93414.16117,95299.36139,101210.2964,103759.9462,105285.2312,112501.3728,119734.8041,120178.1999,97843.24056,95886.32805,102207.5853,96802.29654,89540.20872,88634.36268,89152.70328,-41311.39028,-45369.5956,90813.8991,88472.97584,90426.65638,87314.49638
Russia,RUS,2224975.07,2237609.225,1876960.465,-316886.2087,444842.2196,1481543.931,1381191.355,1326659.856,1213471.957,1200129.365,1221499.291,1280447.687,1269594.902,1316781.344,1347043.349,1376603.455,1428029.585,1444563.726,1483083.107,1362554.44,1459997.241,1521481.835,1548362.302,1495872.445,1400506.414,1475817.89,1111826.366,1065486.677,1321449.678,1322772.324,1360479.905,1329495.675
Rwanda,RWA,1064.224123,968.7959351,175.4810476,-5385.414114,-3550.56049,798.027799,592.7015871,882.4406734,724.3785938,751.3709546,682.444913,750.0788078,749.2636931,784.690315,826.929524,866.2095097,925.3572657,984.8712071,1076.203649,1161.468614,1284.211217,1634.138819,1667.351235,1739.735262,1746.156047,1763.540009,428.3556687,247.7356806,2365.538573,2417.640071,2561.982933,2686.684422
Samoa,WSM,249.5124494,257.8521129,-325.1574572,-3024.235699,-1685.842347,202.927434,58.86620653,216.8543716,188.2198345,196.1466254,179.6926499,208.502947,210.8107854,229.5548034,236.4982644,251.7481718,257.4964313,269.3440648,271.812086,279.555234,283.5692806,305.0569374,290.5004915,292.4281244,293.0263608,301.3636311,30.4985867,-20.27895229,378.3298095,399.4361615,419.6672337,430.8954471
San Marino,SMR,455.2817919,470.8812572,-274.1790538,-4863.578623,-2705.995502,397.1186595,202.8714746,403.4300685,352.072894,358.3861647,339.6812978,346.5836785,353.3182801,382.3284309,393.6716631,405.3631017,416.2101132,433.0038042,457.0435764,464.4946526,642.7812828,865.0776441,801.1728005,790.2126415,732.980315,769.8282849,-105.3052902,-171.1223925,383.732468,390.6345989,413.9101294,404.49995
Sao Tome and Principe,STP,217.538256,208.5013047,-349.9903747,-3739.828559,-2045.910609,144.1714095,2.802994923,132.6608444,94.84201292,102.8994162,96.89139809,99.21695794,104.5484045,115.1391524,123.8060611,127.8133159,150.100135,151.6406893,168.7151495,175.5015153,182.9423941,195.795419,191.5554077,199.7139935,180.5388082,199.0836309,-104.8650073,-151.1030478,200.601428,205.6492424,218.8203939,214.6736205
Saudi Arabia,SAU,112567.5825,162851.6824,172750.1421,177378.4959,168011.9187,145279.5109,160943.9792,136246.1509,135480.4536,143670.8566,194108.7016,188259.4578,204330.0695,245134.5322,297902.506,305922.2253,356077.0039,342634.9482,385053.5194,410626.3082,446869.3954,437414.8225,497577.0427,497189.5666,527842.807,547204.9781,612341.7107,572072.2714,621458.5361,630515.547,651486.608,661156.3315
Senegal,SEN,4048.307476,4207.497705,3503.820442,173.7239104,2177.502865,4072.743458,4120.72933,3839.914522,3989.145687,4229.632039,4417.518668,4767.546637,5028.529331,5611.635392,5957.391972,6572.723277,5725.515072,6371.899409,6577.33786,5703.377952,8534.322639,9140.887168,8718.203335,9385.715662,9772.472023,9856.287849,9209.137792,9533.242445,10875.98677,10950.23577,10959.23794,10910.57634
Serbia,SRB,62119.89571,40759.94378,45680.28265,-8291.520221,22479.43727,41407.61576,46778.47577,50948.21268,53719.20087,36907.04398,40970.46856,44118.61224,44493.20303,50019.25805,54923.1773,52004.22164,55771.03224,54201.88146,54038.04654,47866.12714,51004.23856,57009.57495,51000.05486,51945.0607,43683.45203,54530.68095,37749.54804,36130.69018,48584.24418,48597.0585,49674.22825,49930.84954
Seychelles,SYC,466.0367052,475.01472,-170.4766053,-3203.920331,-1502.617326,463.9563747,340.4155202,603.658882,665.2808999,736.6583879,753.0894334,890.9021681,789.2642323,802.074573,928.6197104,945.4608291,995.4224734,938.2774052,979.8089834,838.1499491,774.3143356,710.2149281,779.0876865,795.5381538,854.8374258,790.9913028,335.9573004,292.7208601,683.6257091,671.7687393,696.8023018,655.5896475
Sierra Leone,SLE,719.3981605,787.2189251,-11.23939974,-3655.082487,-1986.03373,582.8996574,492.6555646,581.6771694,501.1821897,475.9525068,512.7697015,674.8122586,731.9482272,805.0243906,783.33186,720.8178299,896.2511736,834.0592873,883.1719321,896.6881427,1016.08058,1382.32541,1490.979677,1725.137287,1776.458878,1609.46383,814.8113483,779.6523928,1812.522978,1821.05098,1898.335976,1931.522304
Singapore,SGP,37001.8134,40505.35109,41736.36042,35965.74212,49805.62526,61097.71567,75122.83179,71767.86196,67588.53277,69539.62473,82182.21154,77278.83938,76952.11124,78134.19524,87949.92421,96606.65133,108548.2214,111573.2055,128325.0691,119005.3376,134399.4962,141249.2099,142488.8854,152175.1007,152308.0985,154182.4644,95951.44933,101900.3098,98340.39401,96472.76507,99349.59697,99021.93175
Slovakia,SVK,108099.8471,80989.63384,54818.38831,39396.4909,39217.75229,43421.93001,47550.08006,45344.39687,48858.78668,46170.29425,43767.12349,46925.03715,46688.94805,48156.62694,49578.4208,50735.00682,53329.41848,54162.70195,54667.43709,49104.55803,51725.82962,52058.60426,50347.93636,48519.41879,46101.17055,47046.74837,34132.4274,34333.2022,42368.53045,40289.1966,41848.15094,40448.90015
Slovenia,SVN,17005.32949,14557.5101,12696.15856,8045.30091,11327.14056,15631.79028,15750.46226,15878.51959,16176.20294,15740.41122,15429.72077,16026.04474,16241.44187,16856.4774,17643.64411,17940.29251,18550.75,19454.32123,20157.76268,17546.70557,17871.96243,17855.58246,16962.79561,16326.24016,15068.21147,15327.17251,11127.76193,10975.97652,14944.70356,14712.29461,15644.71851,15176.66855
Somalia,SOM,1076.430985,921.8675557,125.625475,-3650.820209,-1615.846722,699.6846558,486.7345885,721.5370916,611.8412605,591.2108176,575.4414117,596.4566657,673.2504728,687.2220268,701.1001489,713.4753902,714.6692687,726.2091941,721.0026784,708.598219,689.0742409,701.3460772,698.4269241,712.0951653,685.2905547,705.7421129,640.620984,680.8606124,658.5243832,685.0763326,690.8162782,696.680852
South Africa,ZAF,262659.0564,267966.6989,242157.9451,244012.2799,273074.8049,295987.9343,294578.7462,306915.3546,302672.5373,299020.6926,298945.4468,290308.4888,298506.395,322402.4298,345726.5439,345372.5807,355284.4325,374134.6107,363875.3656,353689.679,368966.2579,381360.837,368275.7892,369797.3328,369482.4305,364807.5678,360460.8303,345161.2632,348646.965,352222.621,355175.1651,347401.0861
South Sudan,SSD,47.4373892,45.02634729,-114.0102177,-887.2281543,-489.6282525,24.77413766,-16.19093072,20.8197543,18.82241294,18.84988642,17.45242634,19.42666392,19.07327436,18.51250306,18.14077072,24.05152027,20.18071089,19.46679464,77.88905715,78.52411694,83.41426304,89.85460162,80.16153025,82.58958276,67.09277135,64.04796086,-38.39956391,74.45525641,126.8178032,62.1382876,63.59027301,63.31455496
Spain,ESP,279105.5021,294130.1701,294985.7543,252967.2622,273599.4891,309369.086,307202.0385,317454.8563,340643.154,369883.9059,389906.9267,392493.2858,410990.1499,430985.6467,456978.3991,475906.7727,478463.9188,495176.0749,470433.6942,401920.8377,398828.3575,386720.4925,369996.236,341442.8734,340702.7164,352367.9194,286042.4536,302275.3606,338894.0382,332312.8984,357109.1536,343550.1322
Sri Lanka,LKA,5231.66913,5812.754622,5951.57235,2943.861743,5282.578373,7838.8054,8601.825149,9055.324909,9159.465447,9678.20478,11176.97344,10927.87253,11379.58932,11746.28595,13102.64562,13297.27155,14362.8107,14982.39838,16459.97658,16828.67031,17766.40506,21198.90993,22297.20508,21757.02256,24430.2753,28103.16232,38304.36164,39513.60664,43815.92338,47113.50879,50717.27129,54351.27037
Sudan,SDN,47.91643109,44.74178896,-114.4658468,-912.7298166,-507.9803942,24.36548306,-16.46572628,20.32670386,17.85971402,17.91202456,16.15646118,18.90801702,18.64076732,18.24529679,17.65946519,17.6730681,17.91987107,17.25353112,78.54595157,84.24932959,81.45891149,91.57365116,77.39832196,76.71440459,68.83339638,65.16091043,-7222.550292,-6719.231472,1622.108848,1534.667773,1658.347419,1772.259511
Suriname,SUR,2382.322023,2512.669113,1623.093202,-3222.085415,-361.4845662,1920.690099,1848.851621,2017.247666,1860.779619,1779.808931,1777.506912,1972.598652,1392.067654,1506.729567,1616.809346,1710.682249,1739.986092,1780.086435,2007.127202,2092.554785,2456.30411,2337.186605,2541.157359,2311.035109,2321.644106,2555.345443,1777.448791,1662.822838,2205.148707,2270.704037,2364.275872,2386.835339
Swaziland,SWZ,1771.764426,1939.714019,1490.490346,-1317.679295,457.087329,2663.437875,2494.582969,3393.545099,3360.908449,3274.943859,3204.616709,3383.707699,3272.846094,3846.727264,3893.100567,3820.711519,3772.090602,3858.875386,3807.789296,4125.326006,4048.939354,4044.989212,4059.966031,3835.768461,3875.20117,3820.457989,2560.206344,2432.939817,3078.333494,3051.13775,3060.333006,3027.141186
Sweden,SWE,82654.84147,81879.43256,78846.71774,61575.50595,72733.24766,82938.04776,88289.55143,83022.48244,86013.88729,84528.73014,86640.1697,82880.19859,83282.8709,87150.97531,88295.38764,87978.5324,91213.35252,93258.12868,91822.29274,79180.96426,90281.26284,89884.5589,88193.81263,86907.35196,83330.5047,82515.57526,83851.10091,85782.80143,91716.15031,87890.66879,93483.15489,89159.34029
Switzerland,CHE,113014.2639,87952.1559,82650.99482,69774.98955,77536.47631,87632.77075,85675.26045,80852.75286,81876.53944,81939.26892,83204.6047,87589.76854,84888.221,89041.70347,94157.06759,96576.76173,100410.5046,101447.5973,104016.3299,96545.74154,103164.9507,102260.2897,102648.6675,104662.0217,99536.57074,99399.68718,83310.31351,84619.36271,88091.73228,85032.93031,90055.71872,86452.14983
Syria,SYR,38555.65652,42237.07552,39166.0872,37140.90482,39801.82639,36506.44723,37151.73735,33829.99649,40111.00613,42094.67602,40544.14979,40052.83471,32609.07946,42113.06335,41395.50329,39661.79013,43417.15353,55346.84253,57708.37059,54352.13887,54674.32675,52298.57643,40267.92036,32275.92505,28900.23861,42139.65958,40792.56284,40274.13537,39072.35453,37746.35192,37307.63998,37414.37084
Taiwan,TWN,152831.8592,158593.1753,153963.4734,142573.8663,152984.8221,163958.7054,168959.895,170877.9044,178365.9209,177258.9632,153090.5899,183755.0866,185751.2043,184795.0407,175423.6576,171154.0376,169189.3363,169140.9239,157017.3376,152552.459,160821.9393,156876.9206,151734.8391,151393.9287,153110.305,151287.858,170699.633,170901.2878,162830.6099,154100.2406,152806.3481,152695.0155
Tajikistan,TJK,15821.90902,16159.08062,11789.91065,5364.525453,3781.433246,5022.589885,3097.00976,3250.247496,2637.561473,2726.740224,2307.627811,2569.247865,2484.456218,2727.453026,3323.73548,2896.432922,3965.802409,3425.238861,3625.046474,3110.758515,3421.995616,4033.729731,4490.899757,5086.078555,5751.975389,5554.693615,4090.925611,3640.311735,6064.949551,6286.947825,6457.482254,6460.243515
Thailand,THA,85215.07875,92498.41412,99116.76892,97270.53257,123991.5157,153969.9891,167222.7229,156941.1421,129038.6578,140202.3545,143524.6015,153804.4356,165196.7605,178833.7074,195330.4046,189514.7444,207904.4169,213835.8838,221602.3815,220354.3285,246195.0983,248701.9557,261267.1911,269505.7821,271159.5035,280611.632,229084.2267,233263.2084,250140.2859,240176.8734,251338.158,249255.6005
TFYR Macedonia,MKD,9690.490145,8496.6834,7037.88098,2703.09972,5187.000124,8791.635876,8078.503422,8201.814598,9357.276337,9055.094239,8937.079451,8672.296806,8991.080445,8621.479172,8680.624163,9249.094055,8705.524312,9478.523817,9830.86208,9549.33819,9587.599686,9906.193339,9851.47993,9162.496283,8712.865515,8576.492517,6376.221199,6415.481881,7737.684095,7703.106975,7763.42761,7721.290137
Togo,TGO,1152.683411,1145.651222,520.7093155,-2810.646264,-902.925399,1487.429514,1609.418911,1423.786444,1548.260898,2066.695205,1645.313499,1611.327451,1778.164347,2288.38258,2253.956084,2315.266043,2177.208787,2009.949731,2163.646434,3314.545247,3158.630589,3087.621298,2839.345394,2970.007921,3118.930667,3822.054634,3348.070544,3355.654036,4072.885025,4235.452829,4387.311323,4564.851222
Trinidad and Tobago,TTO,16601.13485,15914.8049,15197.24001,10659.30301,11469.39619,12835.65975,13889.76113,13325.95834,12609.37025,14833.28121,13208.22762,16952.09821,17630.7425,19910.08134,21009.32701,24548.85105,25263.4902,26956.07787,27660.76936,26984.80063,24639.65843,23309.73699,24373.9404,27124.62077,28607.16469,29791.18682,38672.58783,37758.98073,36945.2218,37157.17591,38371.96459,38490.4461
Tunisia,TUN,14652.66819,16301.36742,15737.55873,13476.00084,15057.96003,17596.34359,18275.46158,18218.33265,19147.23382,19695.02817,20955.56589,21889.81609,21636.21422,22174.85428,23357.50292,23562.88183,24023.44935,25463.31938,26840.80515,25723.54482,28613.79867,27566.13014,28221.59924,28326.029,28816.83736,26436.72547,21642.0818,22036.20607,22497.52451,22028.40708,22751.95435,22517.60666
Turkey,TUR,167677.4385,174884.0795,178693.2914,167307.6662,166624.8373,200049.6403,220965.4042,236013.4261,242305.4739,232687.818,260192.6662,230846.8847,242436.0585,264070.5328,282441.9871,304061.6665,330836.8351,365028.5337,366536.3699,352780.7584,370588.7977,407293.4799,414718.1602,410280.5332,417609.4255,438337.5823,373522.3018,387100.7465,381744.5158,386972.0376,404825.9107,400710.884
Turkmenistan,TKM,23046.9966,23394.8497,17351.7995,8586.055153,15624.35026,20681.63288,18507.9534,18568.18063,20998.37153,27111.47026,27313.1125,28869.04064,29398.02615,33356.08187,33591.17773,34738.66663,34149.6438,36766.33866,37826.49717,37916.455,40415.12984,42934.96811,45128.53682,47537.65865,46433.7428,51949.99105,63915.06562,62039.7958,61756.11671,54496.36252,57727.48144,60069.48254
Former USSR,SUN,296.3356961,44.93093538,-114.0551103,-887.2511546,-489.6893867,24.71873465,-16.24441018,20.78582869,18.79910322,18.83713519,17.45184327,19.40920344,19.05507602,18.46948647,18.03987309,17.9785238,18.02032625,17.68045468,17.2219285,17.99936441,18.59263555,21.1020341,24.4320915,27.95166049,20.46462105,20.98208113,-63.08352983,-77.07593401,10.70489014,9.247021432,9.51834346,9.400984697
Uganda,UGA,1524.182438,1563.356905,791.9739823,-2711.638796,-791.8944887,2012.86505,2136.132566,2231.167373,2425.302781,2458.627371,2591.625368,2766.548882,2835.404558,3022.609248,3386.888415,4001.608341,4749.89385,5333.719116,5987.518776,6222.210816,6994.623567,7509.004089,7402.803506,8129.957477,8582.340489,8614.864983,8612.530582,8964.88933,10501.532,10731.82705,11219.1659,11690.34887
Ukraine,UKR,739409.8231,626029.1858,448631.2541,338836.6922,298957.6263,335526.503,292841.8319,274977.7978,254339.9681,230024.1907,220612.5919,235004.9844,227897.8406,232729.0158,243412.4259,251146.7115,271977.1219,290979.5835,266339.3951,232476.041,250779.0518,266982.4818,268032.2133,256836.8593,225770.5429,207278.9878,149363.3043,132662.2694,176849.9736,176920.4531,181495.3885,177680.0187
UAE,ARE,38902.55627,45781.31796,50087.5189,55507.4958,65848.51473,67905.38398,64926.42297,68084.62741,81527.67868,83386.03264,107911.2853,96898.04885,90673.16514,114897.3498,131687.8286,141591.4928,151487.1821,170999.8581,193990.3564,193840.1207,186207.7279,191910.1303,197045.5633,195645.6134,219533.9857,228523.8814,159256.6743,158006.3393,168078.893,167632.0362,173924.0893,175080.8371
UK,GBR,688663.7499,692114.6512,661567.5878,588999.0363,630098.0987,671851.8999,705659.4871,722616.7297,733128.3246,734275.7322,745578.5743,747971.4684,740141.7843,767455.4371,799266.8923,812146.8754,841048.4105,844349.8934,812988.5759,708643.0734,745628.7837,705974.6511,722549.229,708944.4438,654325.8418,642725.6386,551445.2513,541883.7314,550582.8631,533205.4246,557909.9671,538122.8475
Tanzania,TZA,3738.927839,4050.377832,3305.927526,-433.3094426,1554.924862,5278.377222,4987.239837,4619.973298,4412.751754,4334.297162,4327.203133,4974.74908,5352.251266,5926.579506,6802.184368,8101.974798,9099.247799,9486.887845,10167.26543,9899.696555,11347.26713,12749.46342,12384.48339,14079.63921,14559.94464,14427.44177,16391.67266,17181.70327,18579.69148,18834.93131,19496.47476,20044.14955
USA,USA,5293723.687,5242293.81,5326971.571,5329581.342,5558952.172,5709398.792,5940367.243,6111820.007,6478881.87,6610660.201,6852024.168,6802136.838,6861779.717,6955843.648,7190336.581,7315375.056,7342734.141,7356171.798,7076023.358,6352476.588,6660567.606,6553206.442,6372869.384,6464785.06,6409336.358,6221179.659,6145074.196,6165276.396,6208794.503,5928666.929,6102795.225,5857621.178
Uruguay,URY,5559.577237,6261.533368,5187.289928,-4423.352226,4.96634349,6467.291967,6945.263918,8623.012532,8185.384738,9034.139416,7717.073251,7154.750812,6432.740587,6437.603016,8034.981441,8411.24795,9718.782057,9344.028309,12098.38514,11151.55878,10391.83501,12184.45607,13337.64098,12398.30555,11465.20658,12842.61654,10031.08473,10067.87401,11066.6182,10582.66021,10913.13624,10912.70108
Uzbekistan,UZB,132290.1205,114861.2117,487874.2316,2743331.898,1174808.226,93755.0831,250006.9903,94153.5526,94378.31926,99861.79931,99721.93736,94575.08969,97352.22714,93677.5203,91086.09073,88723.36314,94030.07648,93553.70832,100903.0956,100498.9672,95801.07344,97526.89491,98729.641,91154.10341,90695.47298,89462.73985,88972.23195,85263.75769,83822.77713,82311.44196,80096.41718,77235.34465
Vanuatu,VUT,270.1079933,253.0975374,-341.8376218,-3254.11415,-1847.870451,178.2603962,39.97860564,189.1326254,148.0045555,155.3924358,125.2924121,160.5129019,159.0483344,169.735423,160.8748965,172.1074738,172.1766872,214.8586686,236.0148413,259.0120043,269.7949786,292.3694503,263.2573513,260.9978331,286.6766399,289.8681363,-80.72950125,-134.4672785,302.4028678,320.6118771,335.9601947,348.2861179
Venezuela,VEN,104280.5832,103000.8606,94639.28618,92392.07179,100619.5767,115620.3531,104141.2193,119110.2621,144181.0209,147384.9622,134327.0928,152866.0838,161008.787,149441.3573,125088.8062,137660.4589,146304.8101,145296.9767,160793.5155,165762.053,171280.9023,153587.1474,173482.588,167073.7793,166095.3733,162144.8608,196599.7656,202797.1574,162302.5965,118767.0371,93219.58978,66413.22494
Viet Nam,VNM,17522.30022,17840.04796,16996.06413,10345.31844,19749.19626,29599.94136,33863.30075,41606.63787,44855.99628,45396.72049,51116.88603,57413.12761,66186.54545,75885.22541,86745.66383,93688.69086,100960.3304,108085.1899,124211.4432,133120.0763,149569.0183,159043.2021,157717.882,168570.1814,170535.5813,194196.0641,147968.7308,147108.5021,166176.8813,171702.3118,179674.0105,185849.9935
Yemen,YEM,12941.78896,14949.14298,15038.89309,3767.628656,9470.884649,12108.61439,11327.99048,13871.83006,13067.59559,14754.81888,15378.88274,16461.36338,15408.56229,16742.07617,17215.11085,17903.93841,19320.80962,19902.54748,20411.39314,23058.66116,21316.86765,20688.03033,22801.71677,30060.46433,27631.97756,25589.52408,28317.65832,27859.77794,30477.01003,31174.33946,32611.30211,34201.52902
Zambia,ZMB,3777.051871,3663.438021,3230.421775,-303.5479726,1376.616562,3475.058147,3104.274523,3813.991229,3632.577785,3291.864603,2990.25906,3206.693707,3261.23582,3587.297872,4102.758056,4337.768145,5101.883473,4693.448419,5291.877816,5178.712401,5421.902431,5742.908979,6285.625288,6785.625713,7064.991199,7154.809631,10656.76298,10461.68241,11352.29922,11744.15494,12170.89109,12357.896
Zimbabwe,ZWE,15239.41874,15777.60992,15416.96627,10775.03571,13967.17945,16273.57503,17369.10233,18410.98554,17204.01913,21424.03184,19217.23005,17496.49297,15850.03692,13494.37836,10976.95264,10765.01384,9087.20902,8155.669007,6155.040459,5153.11472,7185.792217,1979.793383,2134.032888,2209.484153,2175.48057,2188.044499,15095.38922,15468.6575,15751.23914,14495.05094,14855.12706,14634.13171
Rest of World,ROW,1.5165E-09,2.76684E-10,9.70802E-10,8.28027E-11,6.90226E-11,1.80212E-10,3.21192E-10,94351.25403,2.16733E-10,1.30268E-10,3.61076E-11,2.03098E-10,1.46289E-10,2.64774E-10,2.09202E-10,2.39452E-10,4.74535E-10,4.63619E-10,6.06119E-10,4.54063E-10,8.526E-10,7.82303E-10,8.83098E-10,7.7752E-10,6.41703E-10,9.62642E-10,146320.3427,203729.4044,1196910.559,2140803.607,1876321.044,3153302.444
